schemaVersion,recordType,content.title,content.authors,content.paper_url,content.github_url,content.github_stars,content.published_date,collectedAt
1.0,RESEARCH_PAPER,Measurement-Driven Sub-Network Selection for On-Premise Retrieval-Augmented Factory Agents,"Vasileios Rizeakos, Georgios Paisios, Alexandros Machairas, Michael Birbas, Athanasios Bachoumis",http://arxiv.org/abs/2609.02760v1,,0,2026-09-02T16:00:05Z,2026-09-03T09:58:53.872275Z
1.0,RESEARCH_PAPER,Untangling the Mechanisms of Misleading Context in Medical Question Answering,"Robin Linzmayer, Noémie Elhadad",http://arxiv.org/abs/2609.02754v1,,0,2026-09-02T15:55:56Z,2026-09-03T09:58:53.872299Z
1.0,RESEARCH_PAPER,Bilevel Coordinated Reflection: A Game-Theoretic Approach to Multi-Agent LLM Systems,"Yihang Chen, Yuxiang Chen, Yuxuan Huang, Meng Fang, Weilin Luo, Jun Wang",http://arxiv.org/abs/2609.02750v1,https://github.com/YihangChen9/Bilevel-Coordinated-Reflection,0,2026-09-02T15:50:10Z,2026-09-03T09:58:53.872328Z
1.0,RESEARCH_PAPER,Repo-To-Skill: Distilling GitHub Repositories Into AI4AI Skills,"Jianlyu Chen, Yuyang Hu, Hongjin Qian, Jiawei Liu, Wenqing Wei, Xiaolong Chen, Defu Lian, Zhicheng Dou, Chaozhuo Li, Qiwei Ye, Zheng Liu",http://arxiv.org/abs/2609.02749v1,,0,2026-09-02T15:49:41Z,2026-09-03T09:58:53.872368Z
1.0,RESEARCH_PAPER,HiPoly: a hierarchical polymer-native AI framework for property prediction and generative design,"Ge Sun, Gervasio Zaldivar, Yuan Tian, Gustavo Perez Lemus, Juhae Park, Dasha Safarian, Ming Han, Juan J. de Pablo",http://arxiv.org/abs/2609.02746v1,,0,2026-09-02T15:48:11Z,2026-09-03T09:58:53.872404Z
1.0,RESEARCH_PAPER,Incremental Pooled LLM Evaluation for Cost-Effective Retrieval Model Selection,"Max Nelson, Hanoz Bhathena, Aviral Joshi, Saket Sharma",http://arxiv.org/abs/2609.02745v1,,0,2026-09-02T15:47:49Z,2026-09-03T09:58:53.872428Z
1.0,RESEARCH_PAPER,SPADE: SPaT Attack Detection from the Connected Vehicle's Perspective,"James Di Novo, Hany Ragab, Sylvain P. Leblanc",http://arxiv.org/abs/2609.02741v1,https://github.com/jdinovo/SPADE,0,2026-09-02T15:46:55Z,2026-09-03T09:58:53.872460Z
1.0,RESEARCH_PAPER,Language Models Can Control Their Own Attention,"Namgyu Ho, Huzama Ahmad, Woosung Koh, Se-Young Yun, Tal Schuster, Cicero Nogueira dos Santos",http://arxiv.org/abs/2609.02737v1,,0,2026-09-02T15:43:38Z,2026-09-03T09:58:53.872523Z
1.0,RESEARCH_PAPER,Choosing a PEFT Variant for Per-Patient Dysarthric ASR: A Single-Speaker Case Study on Two ASR Bases,"Bernard Muller, László Tóth, LaVonne Roberts",http://arxiv.org/abs/2609.02735v1,,0,2026-09-02T15:42:48Z,2026-09-03T09:58:53.872558Z
1.0,RESEARCH_PAPER,LoRA-TSD: Tangent-Space Spectral Descent for LoRA via Muon-Style Updates,"Dmitrii Andriianov, Andrey Veprikov, Aleksandr Beznosikov",http://arxiv.org/abs/2609.02734v1,https://github.com/brain-lab-research/LoRA-TSD,0,2026-09-02T15:41:45Z,2026-09-03T09:58:53.872578Z
1.0,RESEARCH_PAPER,RVSD: Retrieval Vision Sparse Decoding for Mitigating Visual Hallucinations in Large Vision-Language Models,"Canjie Liu, Jiawen Kang, Jinbo Wen, Zishao Zhong",http://arxiv.org/abs/2609.02731v1,https://github.com/canjie-liu/RVSD,2,2026-09-02T15:40:40Z,2026-09-03T09:58:53.872599Z
1.0,RESEARCH_PAPER,CORAL: An LLM-Native Harness for Production Recommender Systems,"Muhammad Rafay Azhar, Yuhang Zhou, Gilbert Jiang, Yuchen Wang, Rahul Sharma, Matthew DeSousa, Jiayi Liu, Xin Guo, Lizhu Zhang, Xiangjun Fan",http://arxiv.org/abs/2609.02730v1,,0,2026-09-02T15:40:36Z,2026-09-03T09:58:53.872629Z
1.0,RESEARCH_PAPER,"Momentum in large-batch training: Polyak enlarges the critical batch size, Nesterov improves data efficiency","Jia-Nan Wang, Zixun Huang, Kairui Li, Lei Wu",http://arxiv.org/abs/2609.02728v1,,0,2026-09-02T15:39:28Z,2026-09-03T09:58:53.872652Z
1.0,RESEARCH_PAPER,Neural operators approximate strongly continuous convex monotone semigroups,"Jonas Blessing, Philipp Schmocker, Alessandro Sgarabottolo",http://arxiv.org/abs/2609.02727v1,,0,2026-09-02T15:38:52Z,2026-09-03T09:58:53.872670Z
1.0,RESEARCH_PAPER,Door-in-the-Face Requests and Refusal Behaviour in Large Language Models,Til Jordan,http://arxiv.org/abs/2609.02707v1,,0,2026-09-02T15:08:51Z,2026-09-03T09:58:53.872685Z
1.0,RESEARCH_PAPER,Trace as State: Reasoning Traces as Conditional States for Long-Context Transformers,"Xu Zou, Jie Tang",http://arxiv.org/abs/2609.02702v1,,0,2026-09-02T15:06:46Z,2026-09-03T09:58:53.872703Z
1.0,RESEARCH_PAPER,DKL: Decoupled Knowledge Learning for Instruction-Tuned Language Models,"Kushagra Bhushan, Meghanadh Pulivarthi, Sai Krishna Reddy Sathi, Gaurav Pandey, Sonam Gupta, Vineet Kumar, Jaydeep Sen, Yatin Nandwani, Sachindra Joshi, Dinesh Raghu",http://arxiv.org/abs/2609.02685v1,,0,2026-09-02T14:53:50Z,2026-09-03T09:58:53.872732Z
1.0,RESEARCH_PAPER,H3DNAS: Hardware-Aware ONNX-Native 3D Point Cloud Model Compression,"Anchit Mulye, Rhythm Baghel, Sujay Kumar Ingle, Hardik Jain",http://arxiv.org/abs/2609.02684v1,https://github.com/ClarityLab-Org/h3dnas,0,2026-09-02T14:53:35Z,2026-09-03T09:58:53.872754Z
1.0,RESEARCH_PAPER,From Tokens to Semantics: Leveraging Complementary Signals for Hallucination Detection in Black-Box LLMs,"Urja Pawar, Rajitha Ramanayake, Owen O'Neill, Nabeel Kemal, Abhishek Mandal, Houssem Chatbri, Christopher Martin",http://arxiv.org/abs/2609.02679v1,,0,2026-09-02T14:50:24Z,2026-09-03T09:58:53.872779Z
1.0,RESEARCH_PAPER,Eliciting ESG Preferences for Reinforcement Learning-Based Portfolio Optimization,"Giovanni Dispoto, Marcello Restelli, Carmine Ventre",http://arxiv.org/abs/2609.02677v1,,0,2026-09-02T14:48:03Z,2026-09-03T09:58:53.872801Z
1.0,RESEARCH_PAPER,oHC: Orthogonal Hyper-Connections on SO(4) via Quaternions,"Haoqiang Guo, Xuyi Chen, Bo Ke, Yishu Lei, Ziyang Xu, Shikun Feng, Ximen, Wenhan Luo",http://arxiv.org/abs/2609.02672v1,,0,2026-09-02T14:45:42Z,2026-09-03T09:58:53.872828Z
1.0,RESEARCH_PAPER,Dimension Dependent Correlation Gap Bounds under Restricted Independence,Arjun Ramachandra,http://arxiv.org/abs/2609.02659v1,,0,2026-09-02T14:33:55Z,2026-09-03T09:58:53.872846Z
1.0,RESEARCH_PAPER,Unfolding the Leech Lattice: Fused Multi-Shell Decoding and VRAM Layouts for 2-Bit LLM Weights,Pier-Jean Malandrino,http://arxiv.org/abs/2609.02652v1,,0,2026-09-02T14:26:06Z,2026-09-03T09:58:53.872862Z
1.0,RESEARCH_PAPER,WinoQueer-NL: Assessing Bias in Dutch Language Models toward LGBTQ+ Identities,"Jiska Beuk, Gerasimos Spanakis",http://arxiv.org/abs/2609.02651v1,,0,2026-09-02T14:25:50Z,2026-09-03T09:58:53.872879Z
1.0,RESEARCH_PAPER,Loom: Weaving Diagnostic Strands into Free-Text Consensus via Embedding-Space Reweighting,"Ron Begleiter, Katya Egert Berg, Gilad Saban, Gil Shabat",http://arxiv.org/abs/2609.02649v1,,0,2026-09-02T14:24:32Z,2026-09-03T09:58:53.872898Z
1.0,RESEARCH_PAPER,Differentiable Electricity-Market Clearing for Gradient-Based Planning,"Luca Mungo, Maarten P. Scholl, Arnau Quera-Bofarull",http://arxiv.org/abs/2609.02646v1,,0,2026-09-02T14:20:32Z,2026-09-03T09:58:53.872916Z
1.0,RESEARCH_PAPER,TaRA: Training-Aware Low-Rank Adaptation Initialization,"Taehyeon Kim, Eunhyeok Park",http://arxiv.org/abs/2609.02639v1,,0,2026-09-02T14:15:22Z,2026-09-03T09:58:53.872933Z
1.0,RESEARCH_PAPER,"Oracle, will I ever learn? A study of prediction convergence and complementarity across link prediction models","Guillaume Méroué, Fabien Gandon, Pierre Monnin",http://arxiv.org/abs/2609.02638v1,,0,2026-09-02T14:14:36Z,2026-09-03T09:58:53.872951Z
1.0,RESEARCH_PAPER,Automated Vulnerability Injection in Smart Contracts Using Large Language Models,"Luca Migliaccio, Roberto Natella, Naghmeh Ivaki, Nuno Laranjeiro, Marco Vieira",http://arxiv.org/abs/2609.02624v1,,0,2026-09-02T14:03:09Z,2026-09-03T09:58:53.872972Z
1.0,RESEARCH_PAPER,Scalable Direction-Following TTS via Voice Impression-Guided Pseudo Triplet Construction,"Kenichi Fujita, Yusuke Ijima",http://arxiv.org/abs/2609.02623v1,,0,2026-09-02T14:02:15Z,2026-09-03T09:58:53.872989Z
1.0,RESEARCH_PAPER,Source Distribution Estimation by Posterior Averaging,"Trung-Dung Hoang, Lisa M. Koch",http://arxiv.org/abs/2609.02622v1,,0,2026-09-02T14:01:54Z,2026-09-03T09:58:53.873009Z
1.0,RESEARCH_PAPER,Collective creativity in hybrid societies,"Mason Youngblood, Katie Mudd, Manuel Anglada-Tort, Cameron Jones, Elena Miu, Diana Omigie, Margaret Schedel",http://arxiv.org/abs/2609.02620v1,,0,2026-09-02T13:59:08Z,2026-09-03T09:58:53.873034Z
1.0,RESEARCH_PAPER,Predictors of Loneliness in Older Adults Using Multimodal Analysis of Speech and Language,"Vinmay Khandode, Sai Karthik Kosuri, Neil K. R. Sehgal, Adam Greene, Elif Alpoge, Elana Duffy, Matthew Lee Smith, Thomas K. M. Cudjoe, Sharath Chandra Guntuku",http://arxiv.org/abs/2609.02606v1,,0,2026-09-02T13:48:14Z,2026-09-03T09:58:53.873062Z
1.0,RESEARCH_PAPER,Competitive Market Behavior of LLMs,"Pawel Struski, Jakub Swistak, Inez Okulska, Przemyslaw Biecek",http://arxiv.org/abs/2609.02580v1,,0,2026-09-02T13:24:42Z,2026-09-03T09:58:53.873082Z
1.0,RESEARCH_PAPER,Learning-Based Reconstruction Attacks on Coordinate-Obfuscated Point Clouds,"Mohammad Waquas Usmani, Susmit Shannigrahi, Michael Zink",http://arxiv.org/abs/2609.02568v1,,0,2026-09-02T13:17:38Z,2026-09-03T09:58:53.873101Z
1.0,RESEARCH_PAPER,Online Reinforcement Learning in the Met Office Unified Model through Distributed Model-Agent Coupling,"Pritthijit Nath, Sebastian Schemm, Peter Haynes, Emily Shuckburgh, Mark Webb",http://arxiv.org/abs/2609.02566v1,,0,2026-09-02T13:17:10Z,2026-09-03T09:58:53.873123Z
1.0,RESEARCH_PAPER,ProbeMatchDTI: Probe-Driven Multi-Scale Biochemical Pattern Matching for Drug-Target Interaction Prediction,"Quan Hao, Mengyue Fan, Zifan Dong, Youru Li, Jianduo Zhao, Lechuan Xu, Hao Zhang, Fei Xia, Jigang Wang, Chong Qiu, Liguo Zhang",http://arxiv.org/abs/2609.02549v1,https://github.com/developer-hq/ProbeMatchDTI,0,2026-09-02T13:00:50Z,2026-09-03T09:58:53.873155Z
1.0,RESEARCH_PAPER,Learn from Whoever Is Right: Answer-Verified Multi-Teacher Distillation for Multi-Domain LLMs,"Xixiang He, Xingming Li, Baiqi Wu, Qiyao Sun, Xuanyu Ji, Ao Cheng, Qingyong Hu",http://arxiv.org/abs/2609.02548v1,https://github.com/hexixiang/MT-SDPO,1,2026-09-02T13:00:45Z,2026-09-03T09:58:53.873181Z
1.0,RESEARCH_PAPER,TrajMind: Chaining Role-Specialized LoRAs for Fast-and-Slow Collective Trajectory Anomaly Diagnosis,"Jiahao Wu, Zhenqun Yang, Chen Jason Zhang, Qing Li",http://arxiv.org/abs/2609.02540v1,,0,2026-09-02T12:51:55Z,2026-09-03T09:58:53.873203Z
1.0,RESEARCH_PAPER,A Comparative Study of Graph Representations for GNN-Based Power Grid Control in L2RPN,"Adrian Degenkolb, Qiong Huang, Benjamin Schäfer",http://arxiv.org/abs/2609.02538v1,,0,2026-09-02T12:50:08Z,2026-09-03T09:58:53.873221Z
1.0,RESEARCH_PAPER,Fine-Grained Anomaly Perception in Wild UGC-Enhanced Images: A Comprehensive Dataset and Difference-Fusion Framework,"Yan Zhong, Gefei Chen, Qiufang Ma, Zhen Wang, Zhiwei Fan, Lei Shi, Tingting Jiang",http://arxiv.org/abs/2609.02529v1,,0,2026-09-02T12:37:56Z,2026-09-03T09:58:53.873245Z
1.0,RESEARCH_PAPER,When Persona Attributes Improve Population Alignment in Large Language Models,"Leon Fröhling, Jens Rupprecht, Markus Strohmaier, Claudia Wagner",http://arxiv.org/abs/2609.02526v1,,0,2026-09-02T12:30:56Z,2026-09-03T09:58:53.873265Z
1.0,RESEARCH_PAPER,Spectral Initialization and Scheduled Graph Smoothness for Uncertain Knowledge Graph Completion,"Md Abrar Jahin, Taufikur Rahman Fuad, Jay Pujara, Craig A. Knoblock",http://arxiv.org/abs/2609.02519v1,,0,2026-09-02T12:25:08Z,2026-09-03T09:58:53.873284Z
1.0,RESEARCH_PAPER,Orthogonal Ensembles and Tested Explanations for Performer-Independent Body-Motion Emotion Recognition,"Naoto Nishida, Yoshio Ishiguro",http://arxiv.org/abs/2609.02510v1,,0,2026-09-02T12:15:11Z,2026-09-03T09:58:53.873350Z
1.0,RESEARCH_PAPER,Rethinking the Teacher-Student Framework for Test-Time Adaptation,"Damian Sójka, Marc Masana, Bartłomiej Twardowski, Sebastian Cygert",http://arxiv.org/abs/2609.02507v1,https://github.com/dmn-sjk/intransigent_teacher,0,2026-09-02T12:12:06Z,2026-09-03T09:58:53.873382Z
1.0,RESEARCH_PAPER,Blending Concepts: Benchmarking Visual Metaphor Generation in Text-to-Image Models,"Chuer Chen, Zichen Wang, Yi He, Zhengxi Yu, Nan Cao",http://arxiv.org/abs/2609.02502v1,,0,2026-09-02T12:07:39Z,2026-09-03T09:58:53.873406Z
1.0,RESEARCH_PAPER,Training seeds and model-selection stability in recommender-system evaluation,"Juan Manuel Rodriguez, Oleg Lesota, Antonela Tommasel",http://arxiv.org/abs/2609.02499v1,,0,2026-09-02T12:06:38Z,2026-09-03T09:58:53.873426Z
1.0,RESEARCH_PAPER,RINSE: Robust Target-Time Normality Estimation for Zero-Shot Graph Anomaly Detection,"Taufikur Rahman Fuad, Md Abrar Jahin, Amir Hussain",http://arxiv.org/abs/2609.02497v1,,0,2026-09-02T12:03:58Z,2026-09-03T09:58:53.873445Z
1.0,RESEARCH_PAPER,Debias-SparseGPT: Bias-Aware Pruning for Large Language Models,"Irina Proskurina, Guillaume Metzler, Antoine Gourru, Julien Velcin",http://arxiv.org/abs/2609.02496v1,,0,2026-09-02T12:01:54Z,2026-09-03T09:58:53.873464Z
1.0,RESEARCH_PAPER,ViSAR: Training-Free Adaptive-$k$ Retrieval for Visual Document Question Answering,"Adrien Mialland, Marc Plantevit, Julien Gallois, Céline Robardet",http://arxiv.org/abs/2609.02486v1,,0,2026-09-02T11:54:58Z,2026-09-03T09:58:53.873483Z
1.0,RESEARCH_PAPER,How LLMs Build Fictional Worlds: Setting and Narrative Space in AI-Generated Creative Storytelling,"Katrin Rohrbacher, Björn Nieth, Emmanuelle Salin, Bjoern Eskofier, Michaela Mahlberg",http://arxiv.org/abs/2609.02482v1,,0,2026-09-02T11:51:44Z,2026-09-03T09:58:53.873504Z
1.0,RESEARCH_PAPER,PragAlign: Feedback-Guided Pragmatic Alignment for Controlled Synthetic Dialogue Generation,"Smitha Muthya Sudheendra, Jaideep Srivastava",http://arxiv.org/abs/2609.02480v1,,0,2026-09-02T11:49:55Z,2026-09-03T09:58:53.873534Z
1.0,RESEARCH_PAPER,Learning to Fuse LLMs with Ontology Rankers for Rare-Disease Diagnosis,"Zhaoyang Jiang, Zhizhong Fu, Yunsoo Kim, Zicheng Li, Xuanqi Peng, Fei Teng, Jiacong Mi, Honghan Wu",http://arxiv.org/abs/2609.02473v1,,0,2026-09-02T11:44:21Z,2026-09-03T09:58:53.873576Z
1.0,RESEARCH_PAPER,DeepAffinity: Long-Term Aspect Preference Prediction in eCommerce using Small Language Models,"Yotam Eshel, Guy Hadad, Guy Feigenblat, Yuri M. Brovman, Matt Gearhart, Bracha Shapira",http://arxiv.org/abs/2609.02468v1,,0,2026-09-02T11:38:19Z,2026-09-03T09:58:53.873612Z
1.0,RESEARCH_PAPER,CivBench: A Long-Horizon Benchmark for Tool-Mediated Agents in Civilization VI,"Austin Tudor David Andrews, Liam Wilkinson, Jamie Heagerty, Harry Coppock, Jakob Nicolaus Foerster, Rui Ponte Costa",http://arxiv.org/abs/2609.02459v1,https://github.com/lmwilki/civ6-mcp,158,2026-09-02T11:31:39Z,2026-09-03T09:58:53.873653Z
1.0,RESEARCH_PAPER,Addressing Trust in AI Systems through Education: A Didactic Perspective,"Pierre Haritz, Hendrik Krone, Thomas Liebig",http://arxiv.org/abs/2609.02453v1,,0,2026-09-02T11:20:14Z,2026-09-03T09:58:53.873681Z
1.0,RESEARCH_PAPER,Scalable Kronecker-Fisher Approximation: Efficient Hessian Analysis for Billion-Parameter Language Models Compression,"Viacheslav Yusupov, Daria Cherniuk, Evgeny Frolov",http://arxiv.org/abs/2609.02451v1,,0,2026-09-02T11:17:52Z,2026-09-03T09:58:53.873709Z
1.0,RESEARCH_PAPER,CACTUS: Mask-Guided Semantic Clean-Label Backdoors in Decentralized Federated Learning,"Chao Feng, Burkhard Stiller",http://arxiv.org/abs/2609.02450v1,,0,2026-09-02T11:16:13Z,2026-09-03T09:58:53.873738Z
1.0,RESEARCH_PAPER,Towards One-for-All Robustness Across a Continuum of Threat Levels,"Zhichao Hou, Xiaorui Liu",http://arxiv.org/abs/2609.02440v1,,0,2026-09-02T11:02:53Z,2026-09-03T09:58:53.873764Z
1.0,RESEARCH_PAPER,"When Decodability Is Not Enough: Logical Validity Representations, Behavioral Dissociation, and Causal Tests in Language Models","Smitha Muthya Sudheendra, Jaideep Srivastava",http://arxiv.org/abs/2609.02438v1,,0,2026-09-02T11:01:09Z,2026-09-03T09:58:53.873789Z
1.0,RESEARCH_PAPER,IFW-BLS: Dual-Robust Broad Learning System with Intuitionistic Fuzzy Wave Loss,"Mushir Akhtar, M. Tanveer",http://arxiv.org/abs/2609.02422v1,,0,2026-09-02T10:42:24Z,2026-09-03T09:58:53.873814Z
1.0,RESEARCH_PAPER,UTP-Bench: Uncertainty-aware Travel Planning Benchmark,"Etcharla Revanth Rao, Priyanshu Karmakar, Shubhojit Mallick, Manish Gupta, Shreya Ghosh, Abhik Jana",http://arxiv.org/abs/2609.02421v1,,0,2026-09-02T10:42:18Z,2026-09-03T09:58:53.873850Z
1.0,RESEARCH_PAPER,"Coverage, Not Targeting: A Structural Regime in Multi-Turn Agent Credit Assignment","Chenyu Zhou, Qiliang Jiang, Shuning Wu, Xu Zhou",http://arxiv.org/abs/2609.02417v1,,0,2026-09-02T10:37:12Z,2026-09-03T09:58:53.873881Z
1.0,RESEARCH_PAPER,"Before the Script, Set the Stage: How Worldview Simulation Amplifies Psychologically Grounded Persuasion in Multi-Turn Jailbreaking","Siyu Chen, Haoran Wang, Xiaojian Li, Yao Huang, Yinpeng Dong, Wei Xu",http://arxiv.org/abs/2609.02414v1,,0,2026-09-02T10:35:58Z,2026-09-03T09:58:53.873916Z
1.0,RESEARCH_PAPER,Evidence for Shared Routing Geometry and Dynamics in Sparse Mixture-of-Experts,"Kirill Labzin, Stepan Kulibaba, Artem Dzhalilov, Artem Gorokhov",http://arxiv.org/abs/2609.02404v1,,0,2026-09-02T10:17:12Z,2026-09-03T09:58:53.873948Z
1.0,RESEARCH_PAPER,Contrastive Explanations in Quantitative Bipolar Argumentation Frameworks,"Xiang Yin, Nico Potyka, Antonio Rago, Francesca Toni",http://arxiv.org/abs/2609.02399v1,,0,2026-09-02T10:11:13Z,2026-09-03T09:58:53.873977Z
1.0,RESEARCH_PAPER,Improving Health Literacy through Lay Summarization of Radiological Reports: An Evaluation of BioNER and Retrieval-Augmented Generation,"Egecan Çelik Evgin, İlknur Karadeniz, Olcay Taner Yıldız",http://arxiv.org/abs/2609.02396v1,,0,2026-09-02T10:06:13Z,2026-09-03T09:58:53.874005Z
